152.61,-32.139
152.62,-32.14
152.62,-32.14
152.62,-32.141
152.63,-32.142
152.63,-32.143
152.64,-32.145
152.64,-32.145
152.65,-32.147
152.65,-32.147
152.66,-32.147
152.66,-32.148
152.66,-32.148
152.67,-32.149
152.67,-32.151
152.68,-32.152
152.68,-32.151
152.69,-32.152
152.69,-32.154
152.69,-32.151
152.7,-32.153
152.7,-32.154
152.71,-32.154
152.71,-32.154
152.72,-32.156
152.72,-32.157
152.72,-32.158
152.73,-32.159
152.74,-32.161
152.74,-32.162
152.74,-32.163
152.75,-32.164
152.75,-32.165
152.76,-32.166
152.76,-32.167
152.77,-32.168
152.77,-32.169
152.78,-32.169
152.78,-32.17
152.79,-32.17
152.79,-32.17
152.79,-32.171
152.8,-32.172
152.8,-32.17
152.81,-32.171
152.81,-32.172
152.81,-32.173
152.82,-32.172
152.82,-32.174
152.82,-32.176
152.82,-32.175
152.83,-32.178
152.83,-32.18
152.83,-32.182
152.84,-32.183
152.84,-32.185
152.84,-32.188
152.84,-32.189
152.85,-32.192
152.85,-32.195
152.85,-32.199
152.85,-32.202
152.86,-32.205
152.86,-32.209
152.86,-32.213
152.87,-32.216
152.87,-32.219
152.88,-32.225
152.88,-32.228
152.89,-32.231
152.89,-32.234
152.9,-32.238
152.9,-32.241
152.9,-32.244
152.91,-32.246
152.91,-32.247
152.9,-32.248
152.91,-32.249
152.91,-32.247
152.9,-32.245
152.9,-32.244
152.9,-32.24
152.89,-32.24
152.89,-32.239
152.89,-32.238
152.88,-32.235
152.88,-32.234
152.88,-32.234
152.87,-32.231
152.87,-32.231
152.87,-32.23
152.86,-32.23
152.86,-32.228
152.85,-32.227
152.85,-32.227
152.84,-32.226
152.84,-32.226
152.84,-32.226
152.83,-32.225
152.83,-32.227
152.82,-32.226
152.82,-32.226
152.82,-32.229
152.81,-32.229
152.81,-32.229
152.81,-32.231
152.8,-32.232
152.8,-32.233
152.79,-32.234
152.79,-32.237
152.78,-32.239
152.78,-32.241
152.78,-32.244
152.77,-32.247
152.76,-32.25
152.76,-32.253
152.75,-32.255
152.74,-32.259
152.74,-32.262
152.73,-32.264
152.72,-32.266
152.71,-32.269
152.71,-32.271
152.7,-32.273
152.69,-32.275
152.69,-32.277
152.68,-32.279
152.67,-32.281
152.66,-32.282
152.66,-32.284
152.65,-32.287
152.64,-32.288
152.64,-32.29
152.63,-32.292
152.63,-32.293
152.62,-32.293
152.62,-32.294
152.61,-32.298
152.6,-32.301
152.59,-32.304
152.59,-32.308
152.58,-32.306
152.58,-32.304
152.57,-32.305
152.57,-32.307
152.58,-32.308
152.58,-32.309
152.58,-32.312
152.59,-32.313
152.59,-32.315
152.6,-32.315
152.6,-32.318
152.61,-32.32
152.61,-32.321
152.61,-32.323
152.62,-32.326
152.62,-32.328
152.63,-32.328
152.63,-32.33
152.64,-32.332
152.64,-32.333
152.64,-32.335
152.65,-32.336
152.65,-32.338
152.65,-32.339
152.66,-32.34
152.66,-32.341
152.66,-32.341
152.67,-32.342
152.67,-32.343
152.67,-32.344
152.67,-32.345
152.68,-32.346
152.68,-32.347
152.68,-32.349
152.69,-32.35
152.69,-32.351
152.69,-32.353
152.7,-32.355
152.7,-32.355
152.7,-32.356
152.71,-32.357
152.71,-32.357
152.72,-32.357
152.72,-32.356
152.72,-32.356
152.73,-32.355
152.73,-32.355
152.73,-32.352
152.74,-32.352
152.74,-32.351
152.74,-32.349
152.74,-32.35
152.74,-32.353
152.74,-32.356
152.74,-32.358
152.74,-32.361
152.74,-32.364
152.73,-32.367
152.74,-32.371
152.74,-32.374
152.74,-32.377
152.73,-32.382
152.73,-32.385
152.73,-32.388
152.73,-32.392
152.73,-32.396
152.73,-32.399
152.73,-32.403
152.72,-32.408
152.72,-32.412
152.72,-32.416
152.72,-32.422
152.71,-32.427
152.71,-32.431
152.71,-32.436
152.71,-32.442
152.71,-32.447
152.71,-32.451
152.7,-32.457
152.7,-32.462
152.7,-32.467
152.69,-32.473
152.69,-32.477
152.69,-32.481
152.69,-32.485
152.68,-32.492
152.66,-32.499
152.65,-32.506
152.63,-32.515
152.62,-32.523
152.6,-32.532
152.59,-32.54
152.56,-32.553
152.55,-32.563
152.53,-32.573
152.51,-32.587
152.49,-32.593
152.48,-32.6
152.46,-32.606
152.44,-32.618
152.42,-32.624
152.41,-32.63
152.4,-32.638
152.4,-32.639
152.39,-32.641
152.39,-32.646
152.39,-32.646
152.38,-32.646
152.38,-32.647
152.38,-32.658
152.38,-32.665
152.38,-32.672
152.37,-32.685
152.37,-32.694
152.37,-32.704
152.36,-32.714
152.36,-32.729
152.36,-32.739
152.35,-32.75
152.35,-32.764
152.35,-32.775
152.35,-32.785
152.34,-32.802
152.34,-32.809
152.34,-32.817
152.34,-32.824
152.33,-32.837
152.33,-32.844
152.33,-32.85
152.33,-32.864
152.33,-32.872
152.33,-32.88
152.33,-32.888
152.33,-32.903
152.33,-32.911
152.33,-32.919
152.33,-32.937
152.32,-32.953
152.32,-32.969
152.32,-32.988
152.32,-33.002
152.32,-33.017
152.32,-33.032
152.32,-33.048
152.33,-33.054
152.33,-33.061
152.33,-33.068
152.32,-33.083
152.31,-33.091
152.3,-33.098
152.29,-33.11
152.29,-33.117
152.28,-33.124
152.27,-33.135
152.27,-33.143
152.26,-33.149
152.25,-33.155
152.25,-33.166
152.24,-33.171
152.24,-33.176
152.23,-33.19
152.23,-33.197
152.22,-33.204
152.21,-33.211
152.21,-33.221
152.2,-33.226
152.19,-33.231
152.19,-33.239
152.18,-33.242
152.17,-33.246
152.17,-33.253
152.16,-33.256
152.15,-33.258
152.15,-33.26
152.14,-33.265
152.13,-33.265
152.13,-33.266
152.12,-33.268
152.11,-33.268
152.11,-33.268
152.1,-33.267
152.1,-33.267
152.09,-33.266
152.09,-33.265
152.08,-33.264
152.08,-33.262
152.07,-33.26
152.06,-33.259
152.06,-33.257
152.05,-33.254
152.04,-33.252
152.04,-33.25
152.03,-33.245
152.03,-33.241
152.02,-33.237
152.02,-33.233
152.01,-33.227
152,-33.222
152,-33.218
151.99,-33.212
151.99,-33.207
151.98,-33.203
151.98,-33.199
151.97,-33.194
151.97,-33.19
151.96,-33.186
151.96,-33.181
151.95,-33.177
151.95,-33.173
151.94,-33.168
151.94,-33.164
151.93,-33.159
151.93,-33.154
151.93,-33.149
151.92,-33.144
151.92,-33.139
151.91,-33.135
151.91,-33.13
151.9,-33.126
151.9,-33.122
151.89,-33.119
151.89,-33.116
151.89,-33.113
151.88,-33.112
151.87,-33.111
151.87,-33.109
151.87,-33.108
151.86,-33.108
151.86,-33.107
151.85,-33.107
151.85,-33.106
151.84,-33.105
151.84,-33.105
151.84,-33.104
151.83,-33.104
151.83,-33.103
151.82,-33.102
151.82,-33.103
151.81,-33.103
151.81,-33.102
151.8,-33.102
151.8,-33.103
151.79,-33.104
151.79,-33.103
151.78,-33.104
151.78,-33.105
151.77,-33.104
151.77,-33.105
151.76,-33.105
151.76,-33.106
151.75,-33.105
151.75,-33.106
151.74,-33.106
151.74,-33.106
151.74,-33.104
151.73,-33.102
151.73,-33.099
151.72,-33.099
151.72,-33.101
151.72,-33.102
151.72,-33.103
151.71,-33.105
151.71,-33.106
151.72,-33.107
151.73,-33.108
151.73,-33.11
151.74,-33.112
151.74,-33.113
151.75,-33.116
151.75,-33.119
151.76,-33.121
151.76,-33.125
151.77,-33.128
151.77,-33.132
151.78,-33.134
151.78,-33.138
151.78,-33.142
151.79,-33.142
151.79,-33.145
151.8,-33.148
151.8,-33.15
151.8,-33.151
151.81,-33.154
151.81,-33.156
151.82,-33.157
151.82,-33.16
151.83,-33.163
151.83,-33.166
151.83,-33.168
151.84,-33.17
151.85,-33.173
151.85,-33.175
151.85,-33.178
151.86,-33.181
151.86,-33.183
151.87,-33.187
151.87,-33.19
151.88,-33.193
151.88,-33.197
151.88,-33.2
151.89,-33.202
151.89,-33.206
151.9,-33.209
151.9,-33.212
151.91,-33.215
151.91,-33.218
151.91,-33.222
151.92,-33.225
151.92,-33.227
151.93,-33.23
151.93,-33.233
151.94,-33.236
151.95,-33.239
151.95,-33.242
151.96,-33.245
151.96,-33.246
151.97,-33.248
151.98,-33.251
151.98,-33.249
151.99,-33.251
152,-33.253
152,-33.255
152.01,-33.254
152.01,-33.256
152.02,-33.257
152.02,-33.257
152.03,-33.259
152.03,-33.26
152.04,-33.262
152.04,-33.263
152.05,-33.264
152.05,-33.266
152.06,-33.267
152.06,-33.27
152.07,-33.272
152.07,-33.274
152.08,-33.278
152.08,-33.28
152.09,-33.282
152.09,-33.287
152.1,-33.289
152.1,-33.292
152.11,-33.294
152.11,-33.297
152.12,-33.299
152.12,-33.302
152.13,-33.303
152.13,-33.306
152.13,-33.309
152.14,-33.308
152.14,-33.31
152.14,-33.312
152.15,-33.314
152.15,-33.313
152.16,-33.316
152.16,-33.319
152.16,-33.32
152.16,-33.317
152.16,-33.315
152.15,-33.312
152.14,-33.309
152.14,-33.307
152.14,-33.305
152.13,-33.302
152.12,-33.3
152.12,-33.298
152.11,-33.296
152.11,-33.295
152.1,-33.292
152.1,-33.29
152.09,-33.29
152.08,-33.288
152.08,-33.286
152.07,-33.286
152.07,-33.285
152.06,-33.283
152.05,-33.281
152.05,-33.281
152.04,-33.279
152.04,-33.277
152.04,-33.276
152.03,-33.275
152.02,-33.273
152.02,-33.272
152.01,-33.269
152.01,-33.268
152,-33.267
151.99,-33.264
151.98,-33.264
151.98,-33.263
151.97,-33.262
151.96,-33.261
151.95,-33.261
151.94,-33.261
151.94,-33.261
151.93,-33.262
151.92,-33.263
151.91,-33.264
151.91,-33.266
151.9,-33.268
151.89,-33.269
151.88,-33.271
151.88,-33.271
151.87,-33.271
151.86,-33.273
151.85,-33.271
151.85,-33.27
151.84,-33.27
151.84,-33.269
151.83,-33.268
151.82,-33.266
151.82,-33.265
151.81,-33.263
151.8,-33.262
151.8,-33.26
151.79,-33.259
151.79,-33.257
151.78,-33.256
151.77,-33.255
151.77,-33.255
151.76,-33.255
151.76,-33.253
151.75,-33.253
151.75,-33.253
151.74,-33.253
151.74,-33.251
151.73,-33.25
151.72,-33.249
151.72,-33.247
151.71,-33.245
151.71,-33.244
151.7,-33.242
151.7,-33.237
151.69,-33.235
151.69,-33.232
151.68,-33.228
151.68,-33.228
151.67,-33.228
151.67,-33.226
151.67,-33.229
151.66,-33.231
151.66,-33.233
151.66,-33.232
151.67,-33.232
151.67,-33.232
151.68,-33.23
151.68,-33.23
151.69,-33.23
151.7,-33.23
151.7,-33.229
151.71,-33.229
151.72,-33.229
151.72,-33.227
151.73,-33.228
151.73,-33.229
151.74,-33.23
151.75,-33.231
151.75,-33.233
151.76,-33.234
151.76,-33.235
151.77,-33.237
151.77,-33.238
151.78,-33.239
151.78,-33.24
151.79,-33.241
151.79,-33.242
151.8,-33.243
151.81,-33.245
151.81,-33.246
151.82,-33.247
151.82,-33.249
151.83,-33.25
151.83,-33.251
151.83,-33.253
151.84,-33.255
151.84,-33.257
151.85,-33.257
151.85,-33.259
151.85,-33.262
151.86,-33.261
151.86,-33.264
151.86,-33.266
151.87,-33.269
151.87,-33.268
151.87,-33.27
151.88,-33.272
151.88,-33.271
151.89,-33.272
151.89,-33.274
151.89,-33.273
151.9,-33.274
151.9,-33.274
151.91,-33.275
151.91,-33.274
151.92,-33.273
151.92,-33.272
151.93,-33.271
151.93,-33.27
151.94,-33.269
151.95,-33.268
151.95,-33.267
151.96,-33.266
151.96,-33.265
151.97,-33.264
151.97,-33.264
151.98,-33.264
151.99,-33.263
152,-33.262
152,-33.262
152.01,-33.262
152.02,-33.258
152.02,-33.258
152.03,-33.259
152.04,-33.254
152.04,-33.254
152.05,-33.255
152.05,-33.256
152.06,-33.252
152.06,-33.254
152.07,-33.256
152.07,-33.254
152.07,-33.256
152.08,-33.259
152.08,-33.261
152.08,-33.261
152.09,-33.264
152.09,-33.266
152.09,-33.267
152.1,-33.269
152.11,-33.271
152.11,-33.274
152.11,-33.275
152.12,-33.277
152.12,-33.278
152.13,-33.28
152.13,-33.281
152.14,-33.283
152.14,-33.284
152.15,-33.285
152.15,-33.286
152.15,-33.288
152.16,-33.289
152.16,-33.291
152.16,-33.293
152.17,-33.293
152.17,-33.295
152.17,-33.297
152.17,-33.298
152.18,-33.297
152.19,-33.298
152.19,-33.299
152.2,-33.297
152.2,-33.297
152.2,-33.298
152.2,-33.298
152.2,-33.294
152.2,-33.295
152.2,-33.295
152.19,-33.293
152.19,-33.294
152.19,-33.294
152.19,-33.295
152.19,-33.295
152.19,-33.297
152.19,-33.299
152.19,-33.3
152.19,-33.302
152.19,-33.304
152.19,-33.307
152.19,-33.305
152.19,-33.304
152.18,-33.303
152.18,-33.303
152.18,-33.301
152.18,-33.299
152.17,-33.299
152.17,-33.297
152.17,-33.295
152.17,-33.294
152.17,-33.293
152.16,-33.291
152.16,-33.29
152.16,-33.288
152.15,-33.287
152.15,-33.285
152.15,-33.282
152.14,-33.283
152.14,-33.283
152.14,-33.283
152.13,-33.281
152.13,-33.281
152.12,-33.281
152.12,-33.277
152.12,-33.278
152.11,-33.279
152.11,-33.279
152.1,-33.278
152.1,-33.279
152.09,-33.28
152.08,-33.28
152.08,-33.281
152.07,-33.283
152.07,-33.285
152.06,-33.287
152.06,-33.289
152.05,-33.291
152.04,-33.292
152.04,-33.288
152.04,-33.283
152.03,-33.281
152.03,-33.276
152.03,-33.271
152.02,-33.266
152.02,-33.264
152.02,-33.258
152.01,-33.253
152.01,-33.249
152.01,-33.245
152,-33.241
152,-33.238
152,-33.234
151.99,-33.231
151.98,-33.227
151.98,-33.222
151.97,-33.22
151.97,-33.218
151.96,-33.214
151.95,-33.212
151.95,-33.211
151.94,-33.21
151.93,-33.208
151.92,-33.207
151.92,-33.207
151.91,-33.206
151.9,-33.206
151.9,-33.205
151.89,-33.205
151.88,-33.205
151.87,-33.204
151.87,-33.203
151.86,-33.203
151.86,-33.201
151.85,-33.2
151.84,-33.198
151.84,-33.196
151.83,-33.194
151.83,-33.192
151.82,-33.19
151.81,-33.187
151.81,-33.185
151.8,-33.182
151.8,-33.18
151.79,-33.178
151.78,-33.176
151.78,-33.174
151.77,-33.173
151.77,-33.172
151.76,-33.171
151.76,-33.17
151.75,-33.17
151.75,-33.169
151.74,-33.169
151.74,-33.168
151.73,-33.168
151.73,-33.167
151.73,-33.168
151.72,-33.17
151.72,-33.172
151.71,-33.174
151.71,-33.177
151.7,-33.18
151.7,-33.183
151.7,-33.187
151.71,-33.191
151.71,-33.195
151.72,-33.198
151.72,-33.202
151.72,-33.197
151.72,-33.193
151.72,-33.188
151.72,-33.183
151.72,-33.178
151.72,-33.173
151.72,-33.168
151.72,-33.164
151.72,-33.159
151.72,-33.154
151.72,-33.148
151.72,-33.143
151.72,-33.138
151.72,-33.133
151.71,-33.129
151.71,-33.125
151.71,-33.12
151.71,-33.12
151.71,-33.116
151.7,-33.113
151.7,-33.112
151.71,-33.113
151.71,-33.115
151.72,-33.116
151.72,-33.118
151.73,-33.118
151.73,-33.118
151.73,-33.118
151.73,-33.113
151.73,-33.109
151.73,-33.108
151.72,-33.106
151.72,-33.105
151.71,-33.102
151.71,-33.101
151.71,-33.102
151.7,-33.107
151.7,-33.109
151.7,-33.109
151.7,-33.108
151.7,-33.107
151.71,-33.106
151.71,-33.105
151.71,-33.105
151.71,-33.104
151.71,-33.103
151.71,-33.103
151.71,-33.102